customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0441,Male,1,57.0,Yes,DSL,Month-to-month,No,Electronic check,101.33,6009.5,No
CUST-0347,Female,0,49.0,Yes,Fiber optic,Month-to-month,No,Mailed check,59.85,3019.9,No
CUST-0255,Male,0,53.0,Yes,No,One year,No,Bank transfer,23.26,1175.01,No
CUST-0695,  Male  ,0,18.0,Yes,No,Month-to-month,No,Bank transfer,29.53,505.72,Yes
CUST-0345,Male,0,,Yes,No,Month-to-month,Yes,Electronic check,,430.38,no
CUST-0222,Female,0,14.0,Yes,DSL,Two year,Yes,Bank transfer,81.63,1116.03,No
CUST-0236,  Female  ,0,19.0,Yes,FiberOptic,Month-to-month,No,Bank transfer,22.6,449.19,Yes
CUST-0548,Female,0,41.0,Yes,Fiber optic,Month-to-month,No,Mailed check,37.27,1539.7,No
CUST-0500,Female,1,59.0,Yes,NO,Month-to-month,Yes,  Electronic check  ,46.23,2772.52,Yes
CUST-0596,Male,0,56.0,Yes,DSL,Two year,no,  Bank transfer  ,48.49,na,No
CUST-0941,Male,0,45.0,YES,Fiber optic,one year,No,Mailed check,95.77,4251.21,Yes
CUST-0250,Female,0,,No,No,Month-to-month,Yes,Credit card,82.19,761.41,No
CUST-0641,Male,0,34.0,Yes,DSL,Month-to-month,Yes,Mailed check,75.97,2546.17,no
CUST-0382,Female,0,68.0,YES,Fiber optic,One year,No,Credit card,25.64,1694.64,No
CUST-0072,Male,0,64.0,Yes,fiber optic,Month-to-month,Yes,Mailed check,,5838.56,No
CUST-0095,Female,0,6.0,Yes,DSL,Month-to-month,YES,Mailed check,60.25,359.9,Yes
CUST-0034,Female,0,,Yes,Fiber optic,One year,Yes,Electronic check,107.48,333.38,Yes
CUST-0260,Male,0,8.0,Yes,Fibre optic,1 year,Yes,Mailed check,90.31,690.91,No
CUST-0205,Female,0,47.0,Yes,Fiber optic,Month-to-month,No,Mailed check,70.49,,Yes
CUST-0360,Female,0,19.0,Yes,DSL,Month-to-month,Yes,Mailed check,23.65,--,Yes
CUST-0602,Male,0,8.0,Yes,Fiber optic,month-to-month,yes,Credit card,27.78,225.3,Yes
CUST-0399,Female,0,39.0,Yes,DSL,One year,yes,Credit card,101.3,3993.88,Yes
CUST-0078,  Male  ,0,,Yes,Dsl,Month-to-month,No,Bank transfer,22.35,483.6,No
CUST-0085,Male,1,40.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,21.7,858.8,No
CUST-0320,Male,0,12.0,Yes,Fiber optic,One year,Yes,Bank transfer,62.08,--,No
CUST-0083,Male,0,14.0,Yes,DSL,Month-to-month,Yes,Electronic check,27.59,393.15,No
CUST-0948,Female,0,32.0,Yes,No,Two year,Yes,Electronic check,47.79,1476.56,No
CUST-0708,Female,0,19.0,Yes,DSL,One year,No,Credit card,103.48,,No
CUST-0539,Male,0,54.0,No,DSL,One year,YES,Bank transfer,82.82,4527.57,No
CUST-0544,Female,0,11.0,Yes,DSL,Month-to-month,yes,Electronic check,24.16,261.89,No
CUST-0826,Female,0,43.0,Yes,No,Month-to-month,Yes,Bank transfer,86.84,3602.23,No
CUST-0429,Male,0,,Yes,Fiber optic,Two year,Yes,Bank transfer,27.08,835.61,No
CUST-0310,Male,0,67.0,Yes,DSL,Month-to-month,Yes,Mailed check,82.01,,No
CUST-0006,Male,0,16.0,Yes,Fibre optic,Month-to-month,yes,Bank transfer,83.7,1312.17,No
CUST-0789,Male,0,24.0,Yes,Dsl,Month-to-month,Yes,Mailed check,73.45,1765.13,No
CUST-0105,  Female  ,1,12.0,nO,Fiber optic,Two year,nO,Bank transfer,74.77,902.51,No
CUST-0098,Male,0,23.0,Yes,DSL,Two year,No,Credit card,49.08,1151.64,No
CUST-0297,Female,0,,Yes,Fiber optic,Month-to-month,yes,Mailed check,109.19,2283.7,Yes
CUST-0409,Female,0,,no,Fiber optic,Month-to-month,No,Bank transfer,106.05,201.87,Yes
CUST-0446,Female,0,56.0,Yes,DSL,Month-to-month,Yes,Electronic check,70.97,3830.36,Yes
CUST-0904,Female,0,59.0,Yes,DSL,one year,Yes,Credit card,65.83,3916.82,No
CUST-0282,  Male  ,0,68.0,Yes,DSl,Two year,Yes,Credit card,75.74,5029.75,No
CUST-0267,  Female  ,0,30.0,Yes,DSL,Month-to-month,NO,Bank transfer,83.59,2460.15,NO
CUST-0740,Male,0,,Yes,fiber optic,Month-to-month,Yes,  Mailed check  ,43.36,886.3,Yes
CUST-0887,Female,0,46.0,Yes,None,One year,No,  Electronic check  ,83.43,3850.6,no
CUST-0535,Female,0,,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,101.71,3615.88,No
CUST-0433,  Female  ,0,67.0,yEs,No,Two year,No,Electronic check,36.62,2482.05,No
CUST-0912,Male,1,4.0,Yes,DSL,One year,Yes,Electronic check,88.79,345.82,No
CUST-0657,Male,0,65.0,No,Fiber optic,one year,No,Credit card,50.18,3113.0,No
CUST-0119,Female,0,2.0,Yes,Fibre optic,Month-to-month,No,Credit card,93.9,185.97,No
CUST-0406,Female,0,3.0,Yes,DSL,Month-to-month,No,Bank transfer,66.88,199.53,Yes
CUST-0251,Male,0,64.0,Yes,None,Month-to-month,No,Bank transfer,56.37,3557.13,Yes
CUST-0378,Male,0,49.0,Yes,Fiber optic,Month-to-month,YES,  Electronic check  ,73.7,3714.7,No
CUST-0616,Female,0,8.0,Yes,Fiber optic,Month-to-month,yes,Credit card,,641.78,Yes
CUST-0010,Female,0,45.0,Yes,Dsl,Month-to-month,Yes,Credit card,55.92,2627.68,Yes
CUST-0358,Female,0,64.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,52.39,3335.52,Yes
CUST-0197,Female,1,70.0,Yes,DSL,Month-to-month,Yes,Electronic check,60.31,--,Yes
CUST-0632,Female,0,60.0,Yes,Fiber optic,Month-to-month,no,Electronic check,34.65,2027.89,No
CUST-0082,Female,0,15.0,Yes,Fiber optic,two year,no,Electronic check,41.06,N/A,No
CUST-0527,Male,0,17.0,Yes,Fiber optic,Two year,Yes,Bank transfer,105.97,1872.93,No
CUST-0831,Male,1,45.0,yes,DSL,month to month,Yes,Bank transfer,101.06,4606.42,Yes
CUST-0906,  Female  ,0,11.0,Yes,No,Month-to-month,No,Credit card,52.07,572.09,No
CUST-0240,Male,0,63.0,Yes,Fiber optic,Month-to-month,yes,Mailed check,95.5,6130.37,YES
CUST-0324,Male,0,,Yes,Fiber optic,One year,No,Credit card,103.39,6919.4,No
CUST-0212,Female,0,46.0,Yes,Fibre optic,one year,Yes,Credit card,42.28,1997.7,No
CUST-0847,Male,0,22.0,Yes,fiber optic,Month-to-month,No,Credit card,45.35,990.57,No
CUST-0549,Female,0,46.0,Yes,Fibre optic,Month-to-month,Yes,Credit card,,2347.06,YES
CUST-0498,Male,0,18.0,Yes,DSL,Month-to-month,Yes,Electronic check,80.37,1501.5,No
CUST-0228,Male,0,40.0,Yes,No,One year,Yes,Electronic check,86.63,3486.86,No
CUST-0892,Female,0,44.0,Yes,Fiber optic,Two year,yEs,Credit card,51.61,2181.5,No
CUST-0815,Female,0,37.0,Yes,No,Two year,Yes,Mailed check,90.6,3409.82,No
CUST-0829,  Female  ,0,32.0,Yes,dsl,month to month,No,Bank transfer,22.85,748.3,nO
CUST-0178,Male,0,47.0,YES,DSL,Two Year,NO,Electronic check,20.89,1013.71,NO
CUST-0975,Male,0,51.0,Yes,NO,One year,No,Bank transfer,90.55,4694.48,No
CUST-0434,Male,0,,Yes,DSL,Two year,Yes,Bank transfer,50.7,1419.44,No
CUST-0944,Female,0,54.0,Yes,Fibre optic,One year,Yes,Credit card,78.99,4358.79,Yes
CUST-0517,Male,0,21.0,yes,Fibre optic,One year,No,Bank transfer,94.92,1896.16,No
CUST-0351,Female,1,51.0,No,Dsl,Month-to-month,Yes,Bank transfer,24.42,1198.9,Yes
CUST-0519,Female,0,11.0,Yes,DSL,Month-to-month,Yes,Mailed check,58.15,626.67,No
CUST-0008,Female,1,70.0,Yes,No,Month-to-month,Yes,Electronic check,100.69,,No
CUST-0156,Male,0,26.0,yEs,Fiber optic,Month-to-month,Yes,Credit card,29.2,752.9,No
CUST-0945,Male,0,27.0,Yes,fiber optic,Two year,Yes,Electronic check,20.74,565.78,No
CUST-0945,Male,0,27.0,Yes,fiber optic,Two year,Yes,Electronic check,20.74,565.78,No
CUST-0330,Male,0,56.0,Yes,DSL,Month-to-month,Yes,Electronic check,108.08,5899.33,Yes
CUST-0543,Male,0,21.0,Yes,Fiber optic,month-to-month,No,Electronic check,84.15,1842.19,NO
CUST-0440,Male,0,32.0,Yes,None,One year,No,Electronic check,70.28,2176.6,No
CUST-0810,Male,0,53.0,Yes,Fiber optic,month to month,No,Credit card,102.22,5208.81,NO
CUST-0901,Male,0,48.0,Yes,Fiber optic,2 year,Yes,Bank transfer,30.22,1378.2,No
CUST-0371,Male,1,45.0,Yes,No,One year,No,Credit card,49.49,2174.17,No
CUST-0605,Male,0,30.0,YES,fiber optic,One year,Yes,Electronic check,104.7,3037.14,No
CUST-0974,Male,0,56.0,Yes,No,Month-to-month,No,Electronic check,,5362.96,Yes
CUST-0594,Male,0,24.0,yes,DSL,Two year,Yes,Bank transfer,29.94,694.14,No
CUST-0877,Female,0,27.0,No,No,Month-to-month,Yes,Credit card,73.13,1945.96,Yes
CUST-0555,Female,0,,Yes,Fiber optic,One year,NO,Bank transfer,68.86,3162.99,nO
CUST-0754,Male,0,2.0,Yes,No,Two year,No,Electronic check,57.63,117.2,No
CUST-0874,Male,1,,Yes,Fiber optic,Month-to-month,NO,Bank transfer,92.54,3122.77,no
CUST-0533,Female,0,5.0,No,DSL,Monthly,No,Mailed check,62.59,303.97,Yes
CUST-0867,Male,0,47.0,Yes,Fiber optic,Two year,NO,Mailed check,52.51,2587.73,No
CUST-0229,Female,1,14.0,No,No,Month-to-month,Yes,Electronic check,48.15,667.5,No
CUST-0391,Female,0,2.0,Yes,DSL,Two year,No,Credit card,74.79,N/A,No
CUST-0760,Female,0,45.0,Yes,Fiber optic,Month-to-month,Yes,  Mailed check  ,72.97,3443.62,yes
CUST-0213,Female,0,14.0,Yes,Fibre optic,Two year,No,Electronic check,92.66,1300.18,No
CUST-0080,Male,1,26.0,Yes,Fiber optic,Month-to-month,Yes,  Credit card  ,74.37, ,Yes
CUST-0149,Male,1,69.0,No,DSL,Two year,No,Credit card,44.21,,No
CUST-0303,Female,0,4.0,Yes,No,Month-to-month,Yes,Electronic check,32.17,128.29,Yes
CUST-0449,Male,1,,Yes,DSL,Month-to-month,Yes,Credit card,35.3,239.05,no
CUST-0362,Female,0,46.0,Yes,Fiber optic,month-to-month,Yes,Electronic check,,4333.79,No
CUST-0532,Female,0,28.0,Yes,No,1 year,Yes,Bank transfer,54.04,1438.7,no
CUST-0530,Female,0,37.0,Yes,Fiber optic,Month-to-month,No,Electronic check,34.94,1246.44,YES
CUST-0044,Female,0,,Yes,DSL,Month-to-month,Yes,  Mailed check  ,49.17,3570.35,No
CUST-0674,  Female  ,0,54.0,Yes,DSL,month-to-month,No,Bank transfer,106.89,5819.5,Yes
CUST-0134,Male,0,9.0,Yes,No,month-to-month,Yes,Electronic check,50.28,435.0,No
CUST-0576,Female,0,38.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,77.49,2932.15,No
CUST-0312,Male,1,34.0,yEs,No,month to month,No,Bank transfer,,2747.62,No
CUST-0635,Male,1,45.0,No,dsl,Month-to-month,No,Credit card,79.52,3697.29,Yes
CUST-0568,Male,0,47.0,Yes,No,Monthly,Yes,Electronic check,86.51,?,YES
CUST-0821,Female,0,58.0,Yes,No,Month-to-month,Yes,Electronic check,39.32,2280.55,YES
CUST-0001,Male,0,7.0,Yes,DSL,Month-to-month,No,Mailed check,63.36,439.05,NO
CUST-0478,Female,0,59.0,Yes,Fiber optic,One year,No,Electronic check,78.57,4775.94,No
CUST-0317,Male,0,25.0,Yes,DSL,month to month,No,  Electronic check  ,89.39,2213.38,No
CUST-0738,Female,0,47.0,Yes,DSL,One year,yes,  Mailed check  ,91.98,4454.03,No
CUST-0573,Male,0,45.0,Yes,Fibre optic,Month-to-month,No,Credit card,81.7,3735.98,Yes
CUST-0381,Male,0,66.0,Yes,Fiber optic,One year,nO,Mailed check,93.41,6052.96,No
CUST-0833,Male,0,,No,Fibre optic,month to month,No,Mailed check,999.0,313.83,Yes
CUST-0973,Female,0,11.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,,450.3,Yes
CUST-0962,  Female  ,0,20.0,Yes,Fiber optic,Two year,No,Electronic check,,487.1,No
CUST-0173,Female,0,35.0,Yes,Fiber optic,Two year,Yes,Electronic check,31.04,1134.66,No
CUST-0126,Male,0,1.0,Yes,DSl,Month-to-month,Yes,Bank transfer,66.99,69.77,YES
CUST-0667,Male,0,25.0,Yes,Fiber optic,month to month,yes,  Electronic check  ,109.35,2664.99,Yes
CUST-0383,Female,1,33.0,Yes,DSL,Month-to-month,No,Electronic check,93.39,3136.56,No
CUST-0835,Male,0,29.0,No,Fiber optic,Month-to-month,No,  Electronic check  ,85.4,2545.71,No
CUST-0940,Female,0,13.0,No,DSL,Month-to-month,Yes,Mailed check,68.08,876.01,Yes
CUST-0091,Male,1,25.0,Yes,DSL,Month-to-month,NO,Electronic check,44.35,1094.62,No
CUST-0979,Male,1,60.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,38.07,2246.53,Yes
CUST-0182,Male,0,48.0,Yes,DSL,Month-to-month,No,Mailed check,41.68,2072.19,NO
CUST-0364,Female,0,1.0,yes,Fiber optic,One year,Yes,Credit card,84.45,86.28,No
CUST-0275,Female,0,48.0,Yes,fiber optic,Month-to-month,No,Mailed check,84.98,4011.13,Yes
CUST-0965,Male,0,41.0,Yes,fiber optic,one year,No,Credit card,32.98,,Yes
CUST-0070,Female,0,59.0,Yes,No,Monthly,nO,Electronic check,,6303.41,No
CUST-0292,Male,0,15.0,Yes,DSL,One year,No,Electronic check,98.15,1405.67,No
CUST-0132,Male,0,19.0,YES,DSL,Two year,Yes,Electronic check,38.56,,No
CUST-0301,Male,0,29.0,Yes,Fibre optic,Month-to-month,Yes,Electronic check,49.73,1512.01,No
CUST-0606,Male,0,7.0,YES,DSL,Month-to-month,Yes,Electronic check,98.07,709.28,No
CUST-0327,Female,0,,yes,DSL,Month-to-month,Yes,Bank transfer,53.03,,No
CUST-0145,Male,0,4.0,Yes,dsl,Month-to-month,No,Bank transfer,91.45,368.01,No
CUST-0899,Male,0,16.0,Yes,No,Month-to-month,nO,Credit card,30.53,495.67,Yes
CUST-0426,Female,1,36.0,Yes,No,Two year,Yes,Electronic check,105.12,3937.28,No
CUST-0669,Male,0,55.0,YES,No,One year,Yes,Mailed check,52.1,?,No
CUST-0136,Male,0,11.0,Yes,DSL,One year,No,Bank transfer,60.9,643.19,Yes
CUST-0452,Female,0,56.0,yEs,No,One year,No,Electronic check,71.82,3959.12,No
CUST-0165,Male,0,66.0,Yes,dsl,1 year,Yes,Mailed check,102.05,6964.14,NO
CUST-0029,Female,0,57.0,Yes,DSL,Month-to-month,No,Bank transfer,60.21,3594.88,no
CUST-0588,Male,0,10.0,Yes,Fiber optic,Month-to-month,No,Credit card,80.94,821.18,No
CUST-0194,Female,0,28.0,Yes,DSl,Month-to-month,Yes,Mailed check,89.99,,Yes
CUST-0430,Male,1,60.0,Yes,NO,Month-to-month,yEs,Electronic check,35.47,2223.44,Yes
CUST-0666,Male,1,57.0,Yes,Fiber optic,Two year,Yes,Mailed check,35.04,2083.67,No
CUST-0987,Female,0,4.0,yEs,Fiber optic,One year,Yes,Credit card,70.42,274.97,No
CUST-0170,Female,0,28.0,Yes,Fiber optic,Two year,yes,Mailed check,77.85,2225.82,No
CUST-0526,Male,0,51.0,Yes,DSL,month to month,YES,  Electronic check  ,88.51,4426.13,Yes
CUST-0141,Female,0,21.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,93.95,,Yes
CUST-0174,Male,0,,Yes,No,Month-to-month,No,Electronic check,59.01,3164.2,Yes
CUST-0007,Male,0,54.0,Yes,fiber optic,Month-to-month,Yes,Mailed check,63.47,3461.16,No
CUST-0765,Male,0,36.0,Yes,DSL,One year,Yes,Mailed check,64.96,2333.55,No
CUST-0520,Male,1,68.0,Yes,No,Two year,Yes,Electronic check,0.01,1687.9,yEs
CUST-0679,Female,0,50.0,Yes,DSL,Month-to-month,Yes,Credit card,63.9,3175.58,No
CUST-0074,Female,0,49.0,Yes,no,One year,Yes,Credit card,43.51,2161.48,no
CUST-0714,Male,0,15.0,Yes,No,Month-to-month,No,Bank transfer,87.75,1354.15,No
CUST-0676,Female,0,20.0,Yes,DSL,One year,No,Electronic check,91.28,1855.03,No
CUST-0239,Female,1,71.0,Yes,FiberOptic,Month-to-month,No,Electronic check,43.61,3122.63,No
CUST-0146,Male,1,28.0,No,FiberOptic,Month-to-month,Yes,Mailed check,98.7,2631.43,No
CUST-0824,Male,0,12.0,Yes,DSL,Monthly,Yes,Mailed check,84.55,1029.58,No
CUST-0235,Male,0,0.0,Yes,No,Month-to-month,Yes,Bank transfer,108.65,4736.82,no
CUST-0221,Female,1,38.0,Yes,Fiber optic,Two year,Yes,Credit card,,2901.19,No
CUST-0215,Female,0,39.0,Yes,Fiber optic,One Year,Yes,Credit card,54.75,2055.12,No
CUST-0689,Female,0,12.0,Yes,No,month-to-month,Yes,Credit card,49.59,574.71,No
CUST-0133,Male,0,32.0,Yes,Fiber optic,One year,Yes,Bank transfer,42.49,1399.76,No
CUST-0404,Female,0,2.0,yEs,fiber optic,One year,NO,Mailed check,90.61,180.63,No
CUST-0458,Male,0,29.0,Yes,Fiber optic,One year,No,Electronic check,24.06,,No
CUST-0685,Female,0,63.0,Yes,NO,One year,Yes,Bank transfer,37.88,2316.38,No
CUST-0423,Male,0,21.0,YES,DSL,Month-to-month,No,Mailed check,108.73,2248.53,Yes
CUST-0186,Female,1,11.0,Yes,Fibre optic,One year,Yes,Electronic check,49.81,556.68,No
CUST-0042,Male,0,50.0,Yes,DSL,month to month,Yes,Credit card,28.55,1371.58,Yes
CUST-0639,Male,1,40.0,No,DSL,Month-to-month,no,Electronic check,67.69,2837.27,Yes
CUST-0109,Male,0,36.0,yes,Fiber optic,Monthly,no,Mailed check,43.36,1606.35,no
CUST-0617,Male,1,5.0,Yes,No,Two year,No,Electronic check,82.18,na,No
CUST-0057,Male,0,70.0,Yes,No,One year,NO,Electronic check,101.39,6931.34,Yes
CUST-0450,Male,0,68.0,Yes,Fiber optic,Month-to-month,No,Electronic check,50.18,3443.03,No
CUST-0774,  Male  ,1,54.0,Yes,Fiber optic,Month-to-month,No,  Credit card  ,20.74,1161.44,No
CUST-0590,Male,0,64.0,Yes,No,two year,Yes,Mailed check,90.38,5540.13,No
CUST-0896,Male,0,28.0,Yes,DSL,Month-to-month,YES,Electronic check,59.23,1584.18,Yes
CUST-0436,Female,0,41.0,Yes,DSL,One Year,Yes,Electronic check,84.05,3433.08,No
CUST-0025,Male,1,21.0,Yes,Fiber optic,Two year,No,Credit card,,--,No
CUST-0811,  Female  ,0,42.0,Yes,dsl,Month-to-month,Yes,Electronic check,57.41,2387.31,Yes
CUST-0495,  Male  ,0,35.0,Yes,FiberOptic,Month-to-month,NO,Credit card,26.0,929.57,No
CUST-0827,Male,0,7.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.19,671.92,Yes
CUST-0982,  Female  ,0,,Yes,Fiber optic,month-to-month,yEs,Bank transfer,77.37,5640.74,Yes
CUST-0929,  Female  ,0,36.0,Yes,DSL,One year,Yes,Bank transfer,88.35,--,Yes
CUST-0966,Male,0,5.0,yes,Fiber optic,One year,No,Mailed check,102.82,--,NO
CUST-0339,Male,0,20.0,Yes,Dsl,One year,No,Mailed check,107.79,2160.29,No
CUST-0052,Female,0,41.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,24.35,1023.89,No
CUST-0384,Female,0,36.0,Yes,DSL,Month-to-month,No,Electronic check,64.53,2383.11,No
CUST-0540,Male,0,45.0,Yes,DSL,Month-to-month,No,Electronic check,999.0,911.62,No
CUST-0992,Female,0,19.0,Yes,Fiber optic,One Year,Yes,  Mailed check  ,93.57,1791.09,Yes
CUST-0661,Male,0,13.0,Yes,DSL,Month-to-month,No,Bank transfer,30.4,408.12,Yes
CUST-0964,Male,0,59.0,yEs,Fiber optic,Month-to-month,Yes,Electronic check,64.7,3827.82,no
CUST-0265,Female,0,62.0,Yes,DSL,One year,No,Electronic check,100.61,6436.38,No
CUST-0955,Male,1,45.0,Yes,Fiber optic,month to month,no,Electronic check,20.75,963.94,NO
CUST-0742,Male,0,37.0,Yes,DSL,One year,yes,  Bank transfer  ,62.05,2400.67,No
CUST-0713,Male,0,68.0,Yes,No,Month-to-month,Yes,Electronic check,64.74,4411.12,Yes
CUST-0445,Female,1,34.0,Yes,fiber optic,Two year,Yes,Electronic check,31.4,1070.82,No
CUST-0396,Female,0,10.0,YES,dsl,Monthly,Yes,Mailed check,92.93,969.71,No
CUST-0542,Female,0,12.0,Yes,DSL,Two year,Yes,Bank transfer,22.73,266.58,No
CUST-0496,Male,0,6.0,Yes,No,Month-to-month,No,Bank transfer,94.67,574.53,yes
CUST-0019,Male,1,15.0,Yes,DSL,One Year,Yes,Electronic check,,707.67,No
CUST-0747,  Male  ,0,41.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,92.9,3723.41,NO
CUST-0523,Female,0,24.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,50.97,1247.96,No
CUST-0595,Female,0,35.0,Yes,DSL,Two year,Yes,Electronic check,57.76,1922.09,nO
CUST-0480,Female,0,45.0,yes,DSL,Two year,yes,Mailed check,97.67,4283.21,No
CUST-0368,Female,1,12.0,No,Fiber optic,month-to-month,Yes,Electronic check,29.3,360.65,Yes
CUST-0084,Male,1,27.0,Yes,DSL,Two year,yes,Bank transfer,43.33,1182.51,nO
CUST-0062,Male,1,57.0,Yes,DSL,One year,Yes,Credit card,51.12,2849.17,No
CUST-0484,Female,0,46.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,82.03,,No
CUST-0273,Female,0,21.0,Yes,Fiber optic,Two year,No,Electronic check,63.21,--,No
CUST-0286,Male,0,45.0,Yes,DSL,Monthly,Yes,  Mailed check  ,79.34,3613.8,Yes
CUST-0361,Male,1,11.0,Yes,Fiber optic,Two year,yes,Electronic check,55.17,608.96,No
CUST-0355,Male,0,41.0,Yes,Fiber optic,Two year,nO,Bank transfer,85.74,3520.08,No
CUST-0612,Female,0,1.0,Yes,DSL,One year,No,Mailed check,98.22,99.36,No
CUST-0279,  Female  ,0,33.0,Yes,Fiber optic,Monthly,Yes,Electronic check,,,Yes
CUST-0013,Female,1,21.0,Yes,DSL,Month-to-month,No,Bank transfer,49.21,,Yes
CUST-0183,Female,0,22.0,Yes,DSL,One year,yEs,  Electronic check  ,31.69,680.88,No
CUST-0369,Male,0,61.0,Yes,DSL,Month-to-month,No,Credit card,36.26,2180.22,No
CUST-0528,Male,0,24.0,yEs,Fibre optic,month-to-month,No,Credit card,99.9,2431.5,No
CUST-0644,Male,0,66.0,Yes,No,Month-to-month,Yes,Credit card,55.1,3511.38,No
CUST-0224,Male,1,35.0,Yes,FiberOptic,Month-to-month,Yes,  Electronic check  ,90.78,3273.5,YES
CUST-0600,Male,1,35.0,Yes,Fiber optic,One year,no,Credit card,,751.6,No
CUST-0766,Female,0,18.0,Yes,DSL,Monthly,Yes,Credit card,30.09,552.4,No
CUST-0707,  Male  ,0,65.0,Yes,DSL,two year,yEs,Credit card,20.78,1303.87,Yes
CUST-0571,Female,0,35.0,No,Fiber optic,Two year,No,Electronic check,38.34,1407.68,no
CUST-0487,Male,0,50.0,Yes,No,Month-to-month,Yes,Electronic check,62.19,3107.33,No
CUST-0466,Male,0,64.0,Yes,No,month-to-month,No,Credit card,88.63,5556.38,Yes
CUST-0933,Female,0,42.0,yes,Fiber optic,month-to-month,No,Credit card,76.46,3282.47,Yes
CUST-0637,Female,0,16.0,Yes,No,Month-to-month,No,Bank transfer,63.88,1008.12,No
CUST-0177,Female,0,51.0,Yes,fiber optic,Two Year,No,Mailed check,33.78,1667.31,No
CUST-0696,Female,0,38.0,Yes,DSL,One year,yes,Bank transfer,21.68,795.29,No
CUST-0656,  Male  ,1,39.0,Yes,DSL,One Year,Yes,Bank transfer,73.53,2769.99,No
CUST-0614,Male,0,37.0,Yes,DSl,Month-to-month,no,  Credit card  ,74.79,2891.9,Yes
CUST-0457,  Male  ,0,19.0,yes,DSL,Two year,NO,Electronic check,,1837.53,No
CUST-0545,Female,1,5.0,Yes,DSL,Month-to-month,Yes,Mailed check,43.96,223.35,No
CUST-0394,Female,0,66.0,Yes,Fibre optic,Month-to-month,yes,Electronic check,22.26,1516.95,No
CUST-0164,Female,0,11.0,Yes,DSL,Month-to-month,Yes,Electronic check,83.53,883.14,No
CUST-0249,Female,1,30.0,yes,Fiber optic,One year,No,Electronic check,75.42,2256.96,No
CUST-0663,Female,1,19.0,yEs,DSL,Month-to-month,Yes,Bank transfer,106.37,2062.25,Yes
CUST-0921,Female,0,8.0,Yes,Fiber optic,Monthly,Yes,Credit card,33.98,258.68,No
CUST-0998,  Male  ,0,1.0,Yes,Fiber optic,Month-to-month,nO,Bank transfer,20.65,,No
CUST-0376,Male,1,30.0,Yes,Fiber optic,Two year,Yes,Electronic check,23.13,671.6,No
CUST-0413,Female,0,65.0,Yes,Fiber optic,one year,No,Bank transfer,63.15,4224.28,No
CUST-0075,Female,1,64.0,Yes,Fiber optic,Monthly,Yes,Credit card,108.37,7042.88,NO
CUST-0917,Male,1,66.0,Yes,No,Month-to-month,No,Mailed check,87.75,5750.49,No
