customerID,gender,SeniorCitizen,tenure,PhoneService,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0114,Female,0,48.0,Yes,DSL,One year,No,  Mailed check  ,51.08,2390.74,No
CUST-0501,Female,0,47.0,Yes,Fiber optic,One year,No,  Mailed check  ,62.33,2882.38,No
CUST-0586,Male,0,67.0,Yes,DSL,Two year,Yes,Bank transfer,101.7,6688.38,No
CUST-0115,Female,0,42.0,Yes,No,One Year,Yes,Mailed check,109.2,4673.4,No
CUST-0418,Male,0,25.0,Yes,dsl,Two year,Yes,Electronic check,88.78,2278.45,Yes
CUST-0090,Male,0,66.0,Yes,DSL,month to month,Yes,Mailed check,21.65,1455.67,yEs
CUST-0959,Male,0,1.0,YES,Fiber optic,Month-to-month,YES,Credit card,66.08,63.34,No
CUST-0902,Male,0,56.0,yEs,FiberOptic,Month-to-month,Yes,Mailed check,50.74,2721.76,No
CUST-0634,Female,0,34.0,Yes,Fiber optic,One year,yes,Bank transfer,91.45,3254.22,No
CUST-0678,Male,0,,Yes,DSL,Two year,No,Mailed check,27.13,361.24,No
CUST-0012,Female,1,57.0,YES,DSL,Two year,no,Mailed check,56.72,3176.48,No
CUST-0397,Female,0,14.0,Yes,DSL,Month-to-month,Yes,Credit card,91.72,1327.86,No
CUST-0558,Male,0,55.0,yEs,Fiber optic,Month-to-month,No,Credit card,43.52,2417.85,Yes
CUST-0043,Male,0,68.0,Yes,DSL,One year,Yes,Bank transfer,85.54,5770.7,NO
CUST-0168,Male,0,30.0,Yes,Fibre optic,Two year,Yes,Credit card,52.25,1545.21,No
CUST-0417,  Male  ,0,49.0,Yes,DSl,One year,Yes,Electronic check,72.76,,no
CUST-0788,Male,0,37.0,No,DSL,Two year,No,Credit card,64.97,2317.54,nO
CUST-0427,Male,0,45.0,Yes,DSL,month to month,Yes,Bank transfer,103.69,4713.72,No
CUST-0918,Female,0,34.0,Yes,DSL,Month-to-month,nO,Credit card,45.38,1512.8,Yes
CUST-0447,Female,0,28.0,Yes,DSL,One year,yes,Credit card,55.86,1543.6,No
CUST-0715,Male,0,51.0,Yes,No,One year,Yes,Electronic check,94.09,4667.99,nO
CUST-0732,Female,0,13.0,No,No,Month-to-month,Yes,Electronic check,29.2,376.68,No
CUST-0258,Female,0,68.0,No,DSl,Month-to-month,Yes,  Bank transfer  ,30.3,2043.89,No
CUST-0336,Male,0,62.0,Yes,fiber optic,Month-to-month,Yes,Credit card,50.77,3249.33,NO
CUST-0016,Male,1,33.0,yes,Fiber optic,Monthly,Yes,Bank transfer,63.08,2053.24,no
CUST-0658,Male,0,17.0,Yes,Fiber optic,Month-to-month,No,Mailed check,,1571.47,No
CUST-0325,Female,1,57.0,Yes,Dsl,Month-to-month,Yes,Electronic check,100.83,5462.11,No
CUST-0790,Female,0,2.0,Yes,FiberOptic,One year,No,Electronic check,33.36,67.3,No
CUST-0223,Male,0,62.0,Yes,DSL,One Year,No,Electronic check,31.29,1979.62,No
CUST-0180,Male,0,57.0,yEs,DSL,Two year,Yes,Electronic check,93.82,5577.89,No
CUST-0100,Male,0,43.0,Yes,DSL,Month-to-month,yEs,Credit card,46.79,,No
CUST-0522,Male,1,63.0,Yes,DSL,Month-to-month,No,Electronic check,67.1,4052.65,No
CUST-0023,Male,1,48.0,Yes,Fiber optic,Month-to-month,No,Electronic check,80.23,3733.86,yEs
CUST-0357,Male,1,,Yes,Fiber optic,Month-to-month,yes,Credit card,81.59,1032.77,Yes
CUST-0697,Male,0,50.0,Yes,DSL,Two year,Yes,Mailed check,92.42,4584.56,No
CUST-0897,Male,0,70.0,Yes,Fiber optic,One year,yEs,Electronic check,60.7,4077.15,No
CUST-0341,Male,0,49.0,Yes,No,Month-to-month,YES,  Mailed check  ,58.1,2777.46,Yes
CUST-0432,  Female  ,0,67.0,Yes,Fiber optic,Month-to-month,No,Credit card,29.49,1926.41,No
CUST-0577,Male,0,,Yes,Fiber optic,Month-to-month,nO,Mailed check,105.8,6917.54,No
CUST-0868,Male,0,31.0,YES,Fiber optic,month-to-month,Yes,Bank transfer,39.2,1184.52,YES
CUST-0204,Female,0,25.0,Yes,DSL,month-to-month,Yes,  Bank transfer  ,40.73,977.73,Yes
CUST-0737,Male,0,68.0,Yes,No,Month-to-month,No,  Bank transfer  ,95.07,6505.26,Yes
CUST-0094,Female,0,42.0,Yes,DSL,Month-to-month,No,Bank transfer,87.84,3790.24,NO
CUST-0584,Male,0,22.0,YES,Fibre optic,Month-to-month,Yes,Electronic check,25.02,529.58,no
CUST-0069,Male,0,60.0,Yes,DSL,One year,No,Mailed check,99.19,5988.29,NO
CUST-0651,Male,0,67.0,yEs,DSL,One year,No,Credit card,86.07,5519.49,No
CUST-0285,Female,0,8.0,yes,Fibre optic,Month-to-month,Yes,Credit card,41.63,342.05,Yes
CUST-0837,Female,0,28.0,Yes,DSL,Month-to-month,Yes,Credit card,94.9,2567.63,No
CUST-0435,Male,0,44.0,Yes,No,One Year,Yes,  Mailed check  ,68.92,3180.82,No
CUST-0154,Male,0,20.0,Yes,No,Month-to-month,yes,Mailed check,104.79,,Yes
CUST-0076,Female,0,,YES,No,Month-to-month,Yes,Credit card,100.81,--,Yes
CUST-0762,Male,1,9.0,No,DSl,One year,Yes,Bank transfer,78.61,709.75,No
CUST-0447,Female,0,28.0,Yes,DSL,One year,yes,Credit card,55.86,1543.6,No
CUST-0189,Female,0,33.0,Yes,Fiber optic,month-to-month,No,Credit card,85.74,2836.0,No
CUST-0272,Female,1,50.0,Yes,No,One Year,Yes,Bank transfer,71.48,--,No
CUST-0237,Male,1,28.0,Yes,DSL,Month-to-month,NO,Electronic check,50.43,,No
CUST-0488,Male,0,6.0,yes,No,Month-to-month,No,Electronic check,46.44,280.43,No
CUST-0560,Female,1,62.0,No,DSL,Month-to-month,Yes,Electronic check,47.88,,No
CUST-0118,Male,1,12.0,No,Fiber optic,Month-to-month,No,Mailed check,25.62,308.43,Yes
CUST-0852,Female,0,26.0,YES,Fiber optic,Month-to-month,Yes,  Electronic check  ,45.88,1224.87,Yes
CUST-0513,Female,1,42.0,No,Fiber optic,Month-to-month,YES,Bank transfer,48.53,1973.11,nO
CUST-0579,Male,0,69.0,Yes,DSL,Month-to-month,Yes,Credit card,47.8,3371.28,Yes
CUST-0828,Male,1,51.0,yes,Fiber optic,Month-to-month,Yes,Electronic check,25.75,,YES
CUST-0127,Female,0,8.0,No,No,Month-to-month,no,Electronic check,,430.71,No
CUST-0117,Female,0,70.0,yEs,Fiber optic,Two year,Yes,Mailed check,56.42,--,No
CUST-0474,Female,0,4.0,Yes,No,Month-to-month,No,Bank transfer,52.56,211.22,Yes
CUST-0724,Female,0,29.0,YES,No,One year,NO,Credit card,58.12,1669.34,No
CUST-0058,Male,0,65.0,Yes,dsl,One Year,Yes,Credit card,107.19,6768.86,no
CUST-0705,Male,0,28.0,Yes,Fiber optic,Month-to-month,No,Credit card,,,no
CUST-0949,Female,0,,Yes,dsl,Two year,Yes,Credit card,46.32,3383.84,no
CUST-0370,Male,0,33.0,yEs,DSL,Month-to-month,No,Credit card,31.7,1097.31,Yes
CUST-0269,  Male  ,0,35.0,Yes,None,Month-to-month,No,Electronic check,98.29,3340.54,Yes
CUST-0047,Male,0,61.0,Yes,Fiber optic,Month-to-month,yEs,  Mailed check  ,60.06,3534.53,yEs
CUST-0350,Female,0,21.0,Yes,No,One year,Yes,Electronic check,29.16,602.48,No
CUST-0196,Male,1,39.0,Yes,Fiber optic,month to month,Yes,Electronic check,100.37,3891.38,no
CUST-0103,Male,1,51.0,No,DSL,Month-to-month,No,Credit card,81.82,,No
CUST-0869,Female,0,46.0,No,DSL,month to month,Yes,  Credit card  ,54.65,2408.23,YES
CUST-0722,  Male  ,0,17.0,Yes,DSL,Month-to-month,yEs,Bank transfer,,938.12,No
CUST-0768,Female,0,28.0,Yes,No,month-to-month,Yes,Electronic check,63.11,1744.7,Yes
CUST-0264,Female,0,16.0,Yes,Dsl,Month-to-month,Yes,  Electronic check  ,37.71,611.46,No
CUST-0444,Male,0,39.0,Yes,Fiber optic,Monthly,Yes,  Electronic check  ,58.58,2377.47,Yes
CUST-0706,Female,0,11.0,Yes,DSL,Two year,Yes,Credit card,,886.95,No
CUST-0305,  Female  ,0,71.0,yEs,None,Two year,nO,Bank transfer,30.82,,No
CUST-0342,Male,0,64.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,20.41,1256.65,yEs
CUST-0627,  Male  ,0,46.0,Yes,Fibre optic,1 year,No,Mailed check,33.37,1491.85,No
CUST-0148,Female,0,27.0,No,DSL,One year,yEs,Credit card,89.95,2402.37,No
CUST-0150,  Male  ,1,25.0,Yes,Fiber optic,One year,No,Electronic check,93.07,2373.85,nO
CUST-0125,Male,0,33.0,Yes,No,Month-to-month,NO,  Bank transfer  ,55.89,1873.78,No
CUST-0818,Male,0,,YES,Fibre optic,Two year,NO,Mailed check,101.54,2656.75,No
CUST-0856,Male,0,11.0,Yes,DSL,Month-to-month,No,Credit card,86.07,978.19,yes
CUST-0051,Female,1,43.0,Yes,Fiber optic,Month-to-month,No,Bank transfer,100.0,4242.58,No
CUST-0354,Male,0,55.0,Yes,No,Month-to-month,Yes,Electronic check,79.43,4517.64,No
CUST-0967,  Female  ,0,65.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,59.67,,Yes
CUST-0143,Male,0,13.0,Yes,DSL,Two year,No,Credit card,74.98,953.44,No
CUST-0471,Male,0,56.0,Yes,DSl,Month-to-month,Yes,Bank transfer,67.5,3868.84,Yes
CUST-0400,Female,0,28.0,Yes,DSL,month-to-month,Yes,Credit card,80.51,2246.92,No
CUST-0654,Female,0,27.0,Yes,Fibre optic,Month-to-month,Yes,Bank transfer,31.48,832.14,Yes
CUST-0321,  Female  ,0,6.0,Yes,Fiber optic,Two year,No,Mailed check,98.74,585.06,No
CUST-0020,Male,0,,Yes,No,One year,Yes,Credit card,,2860.41,No
CUST-0843,  Male  ,0,50.0,Yes,Fiber optic,month-to-month,Yes,  Electronic check  ,33.77,1649.37,Yes
CUST-0947,Male,0,1.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,80.0,76.4,No
CUST-0842,  Female  ,0,56.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,58.22,3246.49,No
CUST-0408,  Male  ,0,40.0,Yes,NO,Month-to-month,Yes,Credit card,94.72,3838.02,No
CUST-0538,Male,0,11.0,Yes,Fiber optic,One year,No,Mailed check,44.15,509.86,No
CUST-0880,  Male  ,0,21.0,Yes,DSL,Two year,nO,Credit card,43.49,936.62,No
CUST-0039,Female,0,61.0,Yes,DSL,Month-to-month,NO,Mailed check,29.52,1817.37,No
CUST-0176,Male,0,41.0,Yes,Fiber optic,One year,No,Bank transfer,104.42,,No
CUST-0246,Female,0,61.0,Yes,DSL,One year,Yes,  Bank transfer  ,91.15,5422.41,Yes
CUST-0938,Female,0,27.0,Yes,Fiber optic,One year,YES,Credit card,57.5,1611.83,No
CUST-0698,Female,0,8.0,Yes,DSL,2 year,YES,Mailed check,32.41,248.09,No
CUST-0786,Female,1,46.0,No,Fiber optic,Month-to-month,No,  Credit card  ,23.08,1053.64,Yes
CUST-0894,Male,0,50.0,No,Fiber optic,Two year,Yes,Electronic check,48.76,2326.16,No
CUST-0155,Female,0,34.0,No,Fiber optic,Month-to-month,Yes,Electronic check,99.91,3371.41,Yes
CUST-0288,Female,0,40.0,no,No,month-to-month,Yes,Credit card,108.42,4356.77,No
CUST-0631,Female,0,14.0,Yes,Dsl,Month-to-month,Yes,Bank transfer,,708.52,Yes
CUST-0570,Male,0,7.0,Yes,fiber optic,2 year,Yes,Credit card,95.9,658.2,NO
CUST-0775,  Female  ,0,65.0,Yes,No,One year,yEs,Electronic check,100.89,6465.49,No
CUST-0018,Female,0,70.0,Yes,Fiber optic,One year,Yes,  Mailed check  ,47.86,3474.78,No
CUST-0128,Female,0,32.0,Yes,fiber optic,Month-to-month,No,  Electronic check  ,47.04,1546.0,Yes
CUST-0323,Female,1,8.0,YES,No,Month-to-month,No,Credit card,108.29,871.07,No
CUST-0256,Female,0,59.0,Yes,Fiber optic,Two year,Yes,Electronic check,69.6,3971.0,No
CUST-0993,Male,0,46.0,No,DSL,Month-to-month,Yes,Bank transfer,,4937.7,Yes
CUST-0665,Male,1,19.0,Yes,Fiber optic,Two year,Yes,  Credit card  ,,483.31,NO
CUST-0191,Male,0,34.0,yes,dsl,Month-to-month,Yes,Bank transfer,103.79,3681.82,Yes
CUST-0116,Female,0,60.0,No,Fiber optic,Month-to-month,No,Bank transfer,29.18,1812.45,No
CUST-0645,Male,0,66.0,Yes,Fiber optic,Two year,Yes,Electronic check,,3633.12,No
CUST-0607,  Male  ,0,67.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,45.88,,Yes
CUST-0181,Male,1,23.0,Yes,NO,Month-to-month,no,Credit card,38.84,881.23,No
CUST-0302,Female,1,51.0,Yes,DSL,One year,Yes,Credit card,21.78,1147.63,No
CUST-0791,Male,0,14.0,YES,No,One year,Yes,  Electronic check  ,55.9,780.76,No
CUST-0744,Female,0,17.0,YES,DSL,One year,Yes,Mailed check,100.51,1740.86,No
CUST-0755,Male,1,16.0,Yes,No,Month-to-month,No,  Mailed check  ,69.2,1062.19,Yes
CUST-0716,Female,1,13.0,yes,No,Month-to-month,Yes,Credit card,99.15,1287.69,Yes
CUST-0793,Female,0,35.0,yes,Fiber optic,One year,No,Electronic check,109.9,3931.76,yEs
CUST-0518,Female,1,44.0,Yes,Fiber optic,two year,Yes,Mailed check,96.57,4077.42,No
CUST-0373,Male,1,8.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,64.79,532.43,Yes
CUST-0046,Female,0,24.0,Yes,Fiber optic,Two year,Yes,Electronic check,23.36,544.16,No
CUST-0946,Male,0,34.0,yes,DSL,month-to-month,No,Mailed check,90.2,3194.51,No
CUST-0158,Female,1,61.0,yEs,Fiber optic,Month-to-month,No,Bank transfer,92.52,5637.98,Yes
CUST-0961,Male,0,26.0,Yes,No,One year,Yes,Credit card,78.74,?,No
CUST-0172,Male,1,33.0,yEs,DSL,month-to-month,Yes,Mailed check,97.41,3240.58,Yes
CUST-0017,Male,0,7.0,Yes,DSL,Month-to-month,No,Bank transfer,24.02,168.67,Yes
CUST-0512,Male,0,3.0,Yes,No,One year,Yes,Electronic check,53.03,157.43,No
CUST-0049,Female,1,28.0,Yes,fiber optic,One year,No,Mailed check,51.62,1382.18,No
CUST-0943,Female,0,9.0,Yes,Fiber optic,Month-to-month,No,  Electronic check  ,25.54,224.09,yEs
CUST-0875,Male,0,50.0,Yes,dsl,Two year,Yes,Credit card,42.79,2173.1,No
CUST-0516,Male,0,46.0,No,DSl,Month-to-month,No,Mailed check,52.07,2350.22,No
CUST-0717,Female,0,49.0,Yes,DSL,Month-to-month,Yes,Credit card,63.89,3086.25,No
CUST-0481,Female,0,4.0,Yes,DSL,Two year,Yes,Electronic check,60.39,244.34,No
CUST-0284,Male,0,65.0,No,No,Two year,Yes,Mailed check,,2347.79,No
CUST-0750,  Female  ,0,71.0,No,DSL,Month-to-month,Yes,Electronic check,65.44,4694.1,No
CUST-0866,Female,1,57.0,yEs,No,Two year,Yes,Mailed check,94.89,5449.41,No
CUST-0226,  Male  ,0,30.0,Yes,No,Month-to-month,Yes,  Electronic check  ,63.45, ,No
CUST-0027,Male,1,26.0,yEs,DSL,Month-to-month,Yes,Mailed check,,2009.38,YES
CUST-0814,Female,0,34.0,YES,Fiber optic,Month-to-month,Yes,Electronic check,76.48,2601.98,Yes
CUST-0438,  Female  ,0,23.0,Yes,Fiber optic,Month-to-month,no,Bank transfer,80.53,1940.61,Yes
CUST-0991,Female,0,41.0,Yes,Fiber optic,Month-to-month,No,Mailed check,35.26,1479.55,No
CUST-0365,Female,0,40.0,Yes,DSL,One Year,Yes,Credit card,38.38,1593.03,No
CUST-0230,Female,0,26.0,Yes,DSL,Month-to-month,yEs,Electronic check,94.41,2489.98,No
CUST-0038,Male,0,12.0,No,No,month-to-month,yEs,Bank transfer,77.01,878.46,No
CUST-0670,Male,0,23.0,YES,No,Two year,Yes,Electronic check,45.94,,Yes
CUST-0656,  Male  ,1,39.0,Yes,DSL,One Year,Yes,Bank transfer,73.53,2769.99,No
CUST-0375,Male,0,46.0,Yes,DSL,Month-to-month,Yes,Mailed check,101.14,4573.72,No
CUST-0470,Female,0,48.0,Yes,Fibre optic,Month-to-month,No,  Bank transfer  ,62.34,2896.45,No
CUST-0658,Male,0,17.0,Yes,Fiber optic,Month-to-month,No,Mailed check,,1571.47,No
CUST-0886,Male,0,62.0,Yes,DSL,One year,No,Credit card,68.17,4303.17,No
CUST-0735,Male,0,11.0,Yes,No,Month-to-month,no,Bank transfer,108.75,1246.23,Yes
CUST-0757,Female,1,,Yes,Fiber optic,Two year,Yes,Bank transfer,64.68,2374.82,No
CUST-0195,  Male  ,0,47.0,Yes,Fiber optic,Two year,Yes,Mailed check,86.49,4165.74,No
CUST-0890,Male,1,6.0,YES,No,Monthly,Yes,Bank transfer,45.07,257.84,Yes
CUST-0900,Male,0,-3.0,Yes,None,Month-to-month,No,Mailed check,36.64,2375.18,No
CUST-0504,Female,0,68.0,Yes,Fiber optic,Month-to-month,No,Electronic check,107.26,7453.92,No
CUST-0767,Female,0,3.0,Yes,DSL,One year,Yes,Credit card,,186.56,nO
CUST-0865,Male,1,60.0,Yes,No,Month-to-month,Yes,Credit card,89.96,na,No
CUST-0580,  Male  ,0,13.0,Yes,Fiber optic,One year,Yes,Credit card,,954.04,Yes
CUST-0863,Female,0,52.0,Yes,Fiber optic,Two Year,Yes,Mailed check,87.31,4607.06,No
CUST-0681,Female,0,53.0,Yes,DSL,Month-to-month,Yes,Bank transfer,38.19,2021.96,Yes
CUST-0163,Female,0,44.0,Yes,Fiber optic,Two year,Yes,Credit card,1500.0,1301.09,No
CUST-0733,Female,0,33.0,Yes,No,Monthly,Yes,Bank transfer,96.01,3098.23,Yes
CUST-0153,Male,0,25.0,yEs,Fiber optic,One year,Yes,Bank transfer,61.12,1472.73,No
CUST-0712,Female,0,44.0,YES,Fiber optic,Month-to-month,Yes,Electronic check,20.12,921.53,NO
CUST-0731,Male,0,21.0,Yes,NO,One year,Yes,  Credit card  ,77.96,1706.16,No
CUST-0787,Female,0,13.0,Yes,DSL,month to month,Yes,Mailed check,35.33,455.85,No
CUST-0112,Male,0,47.0,Yes,DSL,Month-to-month,No,  Electronic check  ,86.19,3867.55,No
CUST-0227,Female,0,25.0,Yes,DSL,Two year,No,Bank transfer,49.79,1260.17,no
CUST-0719,Male,1,56.0,No,DSL,One year,No,Bank transfer,27.16,,No
CUST-0104,Female,1,11.0,Yes,DSL,Month-to-month,No,Mailed check,102.2,1144.41,no
CUST-0422,Female,0,28.0,Yes,DSL,One year,nO,Electronic check,75.48,2064.56,No
CUST-0420,  Female  ,1,24.0,Yes,None,Month-to-month,Yes,Mailed check,88.25,2198.63,Yes
CUST-0782,Female,1,53.0,Yes,NO,Month-to-month,Yes,  Bank transfer  ,25.72,1373.76,Yes
CUST-0587,Male,0,54.0,Yes,Fiber optic,One year,No,  Bank transfer  ,84.91,4628.18,no
CUST-0812,  Female  ,0,59.0,yEs,Fiber optic,Two year,Yes,Bank transfer,61.35,3513.51,No
CUST-0673,Male,1,10.0,Yes,DSL,Month-to-month,nO,Electronic check,57.74,596.96,Yes
CUST-0120,Female,0,7.0,Yes,DSL,One year,Yes,Electronic check,28.31,191.46,nO
CUST-0054,  Female  ,0,49.0,No,Fiber optic,One year,No,Mailed check,78.3,3688.81,YES
CUST-0152,Male,0,68.0,No,Fiber optic,Month-to-month,Yes,Electronic check,24.75,1764.57,No
CUST-0404,Female,0,2.0,yEs,fiber optic,One year,NO,Mailed check,90.61,180.63,No
CUST-0985,Female,0,5.0,Yes,No,Month-to-month,Yes,Electronic check,28.86,145.45,No
CUST-0208,Female,0,63.0,Yes,DSL,Two year,YES,Electronic check,,6407.74,NO
CUST-0659,Female,0,,Yes,Fiber optic,One year,No,Electronic check,92.23,--,No
CUST-0925,  Male  ,0,59.0,no,DSL,Month-to-month,No,Mailed check,23.29,1316.84,Yes
CUST-0794,Female,0,25.0,Yes,fiber optic,month to month,NO,Bank transfer,108.85,2605.5,Yes
CUST-0009,Female,0,44.0,Yes,Fiber optic,Month-to-month,No,Electronic check,108.44,4557.55,No
CUST-0980,Female,1,71.0,Yes,no,Two year,Yes,Credit card,60.68,4107.73,No
CUST-0037,  Male  ,0,19.0,yEs,NO,Month-to-month,yEs,Mailed check,48.27,937.44,yEs
CUST-0453,Male,1,65.0,Yes,No,Two year,Yes,Mailed check,34.73,2301.22,No
CUST-0652,Female,0,8.0,No,Fiber optic,Month-to-month,No,  Electronic check  ,79.55,608.99,No
CUST-0254,Male,0,14.0,Yes,No,Month-to-month,No,Mailed check,56.25,795.06,No
CUST-0304,Female,0,55.0,Yes,Fiber optic,One year,yes,Bank transfer,82.57,4566.14,No
CUST-0778,Female,0,57.0,No,No,month to month,YES,Electronic check,21.18,1153.69,NO
CUST-0572,Female,0,48.0,Yes,Fiber optic,Month-to-month,No,Credit card,0.01,3992.44,yes
CUST-0624,Male,1,23.0,Yes,Dsl,month to month,No,Mailed check,,1345.89,Yes
CUST-0741,Male,0,12.0,YES,DSL,One year,No,Electronic check,58.74,739.74,No
CUST-0751,Male,0,13.0,Yes,No,Month-to-month,Yes,Mailed check,99.84,1337.25,No
CUST-0263,Male,0,55.0,Yes,no,Two year,No,Bank transfer,80.5,4288.19,No
CUST-0611,Male,1,37.0,Yes,None,Month-to-month,Yes,  Credit card  ,22.0,811.13,No
CUST-0298,Male,0,51.0,yes,Fiber optic,Month-to-month,yEs,Mailed check,67.12,3591.46,Yes
CUST-0415,Female,0,45.0,Yes,Fiber optic,One year,No,  Mailed check  ,41.62,1843.06,No
CUST-0151,  Female  ,0,-5.0,Yes,Fiber optic,Month-to-month,Yes,Credit card,68.01,206.77,No
CUST-0820,Male,0,55.0,No,No,Two year,YES,Mailed check,80.67,4598.82,No
CUST-0641,Male,0,34.0,Yes,DSL,Month-to-month,Yes,Mailed check,75.97,2546.17,no
CUST-0926,Male,0,44.0,Yes,DSL,Month-to-month,No,Mailed check,,3267.59,Yes
CUST-0551,  Female  ,1,70.0,Yes,DSL,Two year,No,Electronic check,80.23,5418.79,Yes
CUST-0823,Male,0,0.0,Yes,DSl,month to month,Yes,Electronic check,65.55,3630.95,Yes
CUST-0489,Female,0,,no,DSL,One year,Yes,Mailed check,,2693.47,Yes
CUST-0711,Female,0,34.0,Yes,DSL,One year,No,Bank transfer,,1852.38,Yes
CUST-0148,Female,0,27.0,No,DSL,One year,yEs,Credit card,89.95,2402.37,No
CUST-0147,Female,0,59.0,Yes,Fibre optic,one year,YES,Credit card,96.59,5710.53,No
CUST-0752,Female,0,13.0,No,No,Month-to-month,No,Credit card,52.23,698.8,Yes
CUST-0971,Female,0,68.0,NO,Fiber optic,One year,No,Credit card,29.43,1932.1,no
CUST-0771,Male,0,21.0,Yes,Fiber optic,Month-to-month,No,Electronic check,105.8,2317.48,No
CUST-0660,Female,0,53.0,Yes,no,month to month,Yes,Credit card,96.11,5068.82,Yes
CUST-0349,Male,1,17.0,YES,No,Month-to-month,YES,Bank transfer,101.83,1752.77,Yes
CUST-0464,Female,0,49.0,Yes,DSL,Two year,Yes,Electronic check,95.07,4531.91,No
CUST-0326,  Female  ,0,40.0,yEs,DSL,One year,No,  Credit card  ,85.84,3478.71,No
CUST-0187,Female,0,15.0,Yes,DSL,Month-to-month,Yes,Credit card,,704.2,YES
CUST-0124,  Male  ,0,40.0,Yes,DSL,One year,nO,Electronic check,95.87,3818.8,No
CUST-0889,Male,0,3.0,Yes,No,Month-to-month,Yes,Bank transfer,30.0,87.81,No
CUST-0609,Female,0,36.0,no,Fiber optic,One year,Yes,Mailed check,58.39,2041.03,No
CUST-0144,Male,0,34.0,Yes,No,Month-to-month,No,  Electronic check  ,54.04,,No
CUST-0857,Male,0,53.0,Yes,DSL,Month-to-month,No,  Mailed check  ,22.77,1226.04,No
CUST-0198,Female,1,20.0,Yes,Fiber optic,Two year,Yes,Bank transfer,67.74,1371.74,Yes
CUST-0610,Female,0,25.0,Yes,DSL,Month-to-month,Yes,Credit card,32.54,778.85,No
CUST-0280,Female,0,61.0,Yes,Fiber optic,Two year,Yes,Bank transfer,29.74,1786.66,No
CUST-0294,Male,0,26.0,Yes,No,month to month,YES,Electronic check,20.16,506.72,No
CUST-0401,  Male  ,0,3.0,Yes,DSL,Month-to-month,Yes,Mailed check,100.78,306.16,No
CUST-0123,Male,1,27.0,Yes,Fiber optic,One year,Yes,Electronic check,80.56,2268.11,No
CUST-0184,Female,1,17.0,Yes,No,Month-to-month,No,Electronic check,84.39,1436.71,Yes
CUST-0203,Male,0,58.0,nO,No,Monthly,Yes,  Mailed check  ,53.53,2960.28,Yes
CUST-0439,Female,0,48.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,83.38,4139.75,nO
CUST-0247,Male,0,36.0,Yes,Fibre optic,Month-to-month,no,Electronic check,32.02,1162.72,No
CUST-0416,Male,1,62.0,Yes,Fiber optic,One year,Yes,Bank transfer,31.22,?,Yes
CUST-0808,Female,0,58.0,Yes,DSL,Two year,No,Mailed check,53.86,3248.91,No
CUST-0797,Female,0,12.0,Yes,No,Two year,yEs,Mailed check,81.79,,Yes
CUST-0960,Female,0,58.0,No,Fiber optic,Month-to-month,Yes,Electronic check,109.3,6417.36,NO
CUST-0800,Female,0,29.0,Yes,No,Monthly,No,Bank transfer,47.85,1353.85,No
CUST-0924,Female,0,39.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,27.84,1034.95,YES
CUST-0130,Female,0,4.0,Yes,DSL,Two year,No,Electronic check,44.48,179.67,No
